CLIENTNUM,First_Name,Last_Name,Email,Phone_Number,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
801056358,Raymond,Torres,raymondt@outlook.com,+1-202-771-3167,Existing Customer,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287.0,1864,11423.0,0.603,3851,75,0.705,0.14
709486158,Ruth,Miller,ruth.miller@gmail.com,+1-310-300-9160,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1,3,1438.3,0,1438.3,0.896,4530,72,0.636,0.0
713826183,Brian,Hill,brian564@msn.com,+1-619-493-4661,Attrited Customer,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639.0,0,1639.0,0.481,2242,44,0.571,0.0
803342358,Anthony,Robinson,arobinson@yahoo.com,+1-617-895-3851,Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,3,1,4,5668.0,2517,3151.0,0.704,3382,56,0.931,0.444
780292683,George,Ramirez,george.ramirez@icloud.com,+1-650-755-9374,Attrited Customer,55,M,1,Uneducated,Single,$120K +,Blue,41,3,4,4,24542.0,2354,22188.0,0.314,984,24,0.263,0.096
788646858,Nicole,Martinez,nicolemartinez@yahoo.com,+1-312-785-4085,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,6,3,1,1959.0,1268,691.0,0.731,4275,61,0.649,0.647
711116133,Virginia,Nelson,virginianelson@aol.com,+1-786-371-1150,Attrited Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,2,4,1838.0,0,1838.0,0.743,2461,47,1.136,0.0
708584208,Cynthia,Flores,cynthiaflores@hotmail.com,+1-310-508-7280,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111.0,2517,594.0,0.646,2367,41,0.519,0.809
789097833,Stephanie,Rivera,srivera@outlook.com,+1-704-531-3073,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,27,4,3,3,3927.0,720,3207.0,0.63,4230,93,0.898,0.183
709443633,Virginia,Phillips,virginia.phillips@msn.com,+1-650-954-9387,Existing Customer,38,F,1,Uneducated,Married,Less than $40K,Blue,26,5,1,1,4345.0,838,3507.0,0.593,4770,62,0.722,0.193
767280633,Amy,White,amy.white@live.com,+1-212-876-5447,Existing Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,39,5,2,2,3003.0,1454,1549.0,0.595,4378,96,0.548,0.484
713096583,Joyce,Morris,joyce215@aol.com,+1-213-537-9832,Attrited Customer,40,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,1438.3,544,894.3,0.543,2294,40,0.739,0.378
721033908,Thomas,Morris,thomas122@hotmail.com,+1-617-754-4204,Existing Customer,58,M,1,Uneducated,Single,$60K - $80K,Blue,46,6,3,1,2541.0,1053,1488.0,0.926,4552,82,0.745,0.414
756025233,Kimberly,Harris,kimberly_harris@mail.com,+1-650-910-6221,Attrited Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,2,2422.0,1014,1408.0,0.688,2437,44,0.467,0.419
711977508,Betty,Ramirez,bettyr@icloud.com,+1-512-483-9341,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1,2,4,1440.0,1211,229.0,0.465,2141,40,0.481,0.841
772076208,Alexander,Parker,alexander51@aol.com,+1-617-358-8763,Existing Customer,58,M,4,College,Single,$80K - $120K,Blue,47,6,3,0,26108.0,1146,24962.0,0.476,3677,70,0.892,0.044
710666583,Susan,Flores,susan.flores30@aol.com,+1-786-463-5815,Attrited Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,4,2516.0,2312,204.0,0.625,2321,36,0.5,0.919
712369308,Olivia,Gonzalez,ogonzalez@outlook.com,+1-202-829-4465,Attrited Customer,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646.0,1047,2599.0,0.633,1969,38,0.52,0.287
794784633,Laura,Phillips,laurap@aol.com,+1-404-307-3569,Existing Customer,61,F,0,Uneducated,Single,$40K - $60K,Blue,55,6,1,2,2214.0,2123,91.0,0.64,4478,77,0.791,0.959
716437533,Jonathan,Lee,jonathanlee@yahoo.com,+1-619-577-6511,Existing Customer,51,M,2,College,Single,$80K - $120K,Blue,43,5,3,3,11862.0,0,11862.0,0.52,4101,88,0.66,0.0
715109508,Christine,Edwards,christine_edwards@live.com,+1-404-974-7207,Existing Customer,44,F,3,College,Married,Unknown,Blue,36,3,1,4,8729.0,1427,7302.0,0.829,5347,96,0.524,0.163
795392433,Michelle,King,mking@aol.com,+1-214-285-7316,Existing Customer,35,F,2,Uneducated,Single,Unknown,Blue,29,3,1,1,2423.0,0,2423.0,0.663,4651,69,0.568,0.0
712721358,Samantha,Evans,samanthaevans@protonmail.com,+1-415-255-9424,Attrited Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073.0,2517,1556.0,0.575,2059,43,0.433,0.618
720118908,Brandon,Cook,brandon412@hotmail.com,+1-704-205-6889,Existing Customer,26,M,0,Graduate,Married,Less than $40K,Blue,36,5,2,4,9916.0,0,9916.0,0.793,3477,65,0.667,0.0
799486158,Deborah,Hill,dhill@yahoo.com,+1-818-578-1322,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,4,1438.3,949,489.3,0.736,4222,65,0.667,0.66
718980633,Donald,Evans,donaldevans@aol.com,+1-404-454-1095,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452.0,1151,5301.0,0.884,4835,84,0.714,0.178
717336408,Sandra,Lopez,slopez@gmail.com,+1-617-793-1788,Attrited Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,45,5,3,1,1952.0,1411,541.0,0.642,2452,44,0.63,0.723
709546608,Sandra,Smith,sandra791@icloud.com,+1-212-504-1582,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,36,6,5,4,1438.3,647,791.3,0.889,4803,64,0.684,0.45
823624158,Dorothy,Brown,dorothy628@hotmail.com,+1-720-907-5954,Existing Customer,53,F,2,Doctorate,Single,Unknown,Blue,49,3,2,2,4500.0,0,4500.0,0.761,4579,78,0.814,0.0
771688983,Heather,Roberts,heather.roberts@yahoo.com,+1-404-619-3312,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,41,4,1,2,2252.0,1811,441.0,0.68,4201,68,1.125,0.804
708701358,Pamela,Hernandez,pamelah@gmail.com,+1-818-265-1924,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370.0,2031,339.0,0.889,4000,79,0.975,0.857
712048008,Cynthia,Sanchez,cynthias@mail.com,+1-702-898-4349,Existing Customer,56,F,4,High School,Single,$40K - $60K,Blue,44,3,2,2,2610.0,1988,622.0,0.576,4127,69,0.533,0.762
710712783,Janet,Nguyen,janet211@icloud.com,+1-202-616-6287,Existing Customer,52,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,2294.0,1787,507.0,0.748,3904,76,0.854,0.779
716626008,Cynthia,Walker,cynthia.walker@mail.com,+1-617-815-7375,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,36,4,3,4,5062.0,1659,3403.0,0.836,4243,102,0.672,0.328
718284408,Rachel,Jackson,rachel.jackson80@yahoo.com,+1-415-687-2221,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,30,5,2,2,2415.0,1452,963.0,0.609,3970,68,0.619,0.601
717414933,Catherine,White,cwhite@hotmail.com,+1-312-976-7407,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,45,3,3,3,2918.0,2049,869.0,0.501,3818,61,0.605,0.702
713032233,Joyce,Scott,joyces@protonmail.com,+1-617-486-8452,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,36,5,1,4,2708.0,2271,437.0,0.61,4812,83,0.766,0.839
714234858,Christine,Brown,christine699@gmail.com,+1-214-402-4112,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36,5,1,4,3666.0,1739,1927.0,0.779,4735,84,0.826,0.474
714818058,Barbara,Mitchell,bmitchell@live.com,+1-617-848-5167,Existing Customer,36,F,4,High School,Married,$40K - $60K,Blue,30,3,3,1,1438.3,0,1438.3,0.71,4591,74,0.644,0.0
708731658,Jessica,Rodriguez,jrodriguez@aol.com,+1-619-724-5014,Attrited Customer,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,0,1438.3,0.387,1587,42,0.448,0.0
708706833,Barbara,Nelson,barbara.nelson53@hotmail.com,+1-704-351-1727,Attrited Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809.0,0,2809.0,0.854,2466,40,0.538,0.0
780100533,Joseph,Turner,joseph.turner99@hotmail.com,+1-212-895-5627,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,31,5,2,4,26303.0,2376,23927.0,0.583,3586,67,0.914,0.09
711712983,Robert,Scott,robert.scott@yahoo.com,+1-310-336-4083,Existing Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,46,6,2,3,15982.0,0,15982.0,0.687,4503,80,0.667,0.0
712549758,Lisa,Moore,lisa_moore@icloud.com,+1-404-700-5558,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,25,6,2,1,25060.0,0,25060.0,0.758,3749,61,0.743,0.0
713348433,Nancy,Lewis,nancy.lewis7@hotmail.com,+1-617-899-8346,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545.0,751,794.0,0.551,4477,62,0.59,0.486
820599333,Helen,Turner,helen2@mail.com,+1-212-551-6000,Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38,6,2,2,1438.3,604,834.3,0.771,4469,85,0.932,0.42
787261008,Paul,Taylor,paul991@mail.com,+1-202-497-1526,Existing Customer,43,M,1,Post-Graduate,Unknown,$60K - $80K,Blue,37,4,3,4,4112.0,1128,2984.0,0.587,4446,75,0.667,0.274
778343958,Elizabeth,Murphy,elizabeth470@aol.com,+1-512-388-5876,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,0,1451.0,0,1451.0,0.5,3866,72,0.714,0.0
788407833,Carol,Martinez,carol.martinez@live.com,+1-720-392-2120,Existing Customer,49,F,4,Graduate,Single,Unknown,Blue,42,5,3,2,16424.0,1368,15056.0,0.55,4025,79,0.881,0.083
760807608,Kimberly,Mitchell,kimberlymitchell@gmail.com,+1-650-565-3120,Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,41,5,3,4,2340.0,1680,660.0,0.791,4751,83,0.804,0.718
771108933,Karen,Garcia,karen.garcia12@protonmail.com,+1-702-297-7863,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,34,5,3,4,1926.0,879,1047.0,0.536,4385,71,0.614,0.456
715954158,Daniel,Carter,danielc@yahoo.com,+1-512-274-7223,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954.0,931,2023.0,0.575,2433,29,0.381,0.315
715499058,Lisa,Taylor,lisa_taylor@icloud.com,+1-720-260-5058,Attrited Customer,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848.0,0,1848.0,0.906,2775,33,0.435,0.0
717995958,Amy,Perez,amy949@live.com,+1-469-901-1238,Existing Customer,47,F,3,Unknown,Married,Unknown,Blue,38,5,1,4,1634.0,1463,171.0,0.873,4397,72,0.565,0.895
718736883,Kathleen,Taylor,kathleen_taylor@aol.com,+1-832-574-2172,Existing Customer,49,F,3,Uneducated,Single,Less than $40K,Blue,36,4,1,4,4328.0,2058,2270.0,0.835,3421,61,1.033,0.476
721045608,Brenda,Young,brendayoung@icloud.com,+1-713-690-4040,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,32,6,3,3,2943.0,2131,812.0,0.597,4554,75,0.562,0.724
715215108,Dorothy,Torres,dorothyt@outlook.com,+1-713-435-2543,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,46,4,3,3,2611.0,1573,1038.0,0.902,4899,68,0.581,0.602
795823383,Janet,Jackson,jjackson@yahoo.com,+1-704-286-5844,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,37,5,1,3,2419.0,0,2419.0,0.762,3888,63,0.853,0.0
718338708,Jessica,Martin,jessica.martin74@live.com,+1-512-434-1914,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,38,5,2,2,5481.0,0,5481.0,0.784,3380,73,0.78,0.0
713588958,Catherine,Hernandez,chernandez@msn.com,+1-404-293-8985,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,25,4,1,1,2129.0,1507,622.0,0.636,3655,70,0.667,0.708
710120358,Raymond,Smith,raymond484@protonmail.com,+1-415-605-7809,Existing Customer,40,M,3,Unknown,Married,$60K - $80K,Blue,27,6,2,4,9026.0,2312,6714.0,0.561,2229,37,0.762,0.256
809582058,Jerry,White,jerry100@yahoo.com,+1-404-485-6064,Existing Customer,48,M,2,Unknown,Unknown,$40K - $60K,Blue,43,5,2,2,1761.0,1249,512.0,0.936,4410,73,0.622,0.709
709199358,Edward,Williams,ewilliams@mail.com,+1-702-642-7220,Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3,4,3316.0,0,3316.0,0.372,1684,19,0.188,0.0
821889858,Christine,Roberts,croberts@protonmail.com,+1-404-621-4640,Attrited Customer,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970.0,1477,493.0,0.662,2493,44,0.571,0.75
815324433,Karen,Thompson,karen259@hotmail.com,+1-512-419-5176,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,41,6,3,1,1438.3,0,1438.3,0.921,4200,86,0.536,0.0
793656633,Margaret,Thompson,mthompson@msn.com,+1-202-415-6274,Existing Customer,35,F,3,Uneducated,Married,Unknown,Blue,29,3,3,1,2278.0,1303,975.0,0.645,5101,76,0.617,0.572
713246208,Adam,Turner,adam.turner@msn.com,+1-469-408-6335,Existing Customer,65,M,1,Unknown,Single,$40K - $60K,Blue,56,6,2,4,13364.0,1318,12046.0,1.063,4548,54,0.862,0.099
711493158,Anthony,Adams,anthony_adams@yahoo.com,+1-617-999-2415,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,5,2,2,2801.0,2467,334.0,0.701,4926,90,0.731,0.881
721163133,Daniel,Phillips,daniel349@icloud.com,+1-650-848-1198,Existing Customer,44,M,2,Graduate,Single,Unknown,Blue,36,6,3,1,28292.0,0,28292.0,0.542,3948,60,0.538,0.0
826417233,Sarah,Scott,sarah860@protonmail.com,+1-650-376-3431,Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,3,3,4,2933.0,1011,1922.0,0.814,5089,71,0.868,0.345
711619608,Patrick,Miller,patrick.miller@mail.com,+1-212-419-4723,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,2,21630.0,0,21630.0,0.804,4584,84,0.75,0.0
712244733,Victoria,Murphy,victoria698@mail.com,+1-650-581-4261,Existing Customer,56,F,1,Unknown,Married,Less than $40K,Blue,45,4,1,2,3132.0,2230,902.0,0.78,4412,73,0.659,0.712
709638783,Stephanie,Johnson,sjohnson@gmail.com,+1-619-230-8829,Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961.0,2048,913.0,0.913,4056,92,0.769,0.692
720296808,Emily,Morris,emily_morris@msn.com,+1-202-308-9968,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173.0,1771,2402.0,0.711,2554,47,0.516,0.424
718926258,Carolyn,Walker,carolyn.walker@outlook.com,+1-214-452-5344,Existing Customer,37,F,1,High School,Single,Unknown,Blue,28,4,3,2,2458.0,642,1816.0,0.666,4627,90,0.698,0.261
714706083,Kyle,Baker,kylebaker@outlook.com,+1-704-760-6718,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,5,3,4,12229.0,997,11232.0,0.811,4284,75,0.596,0.082
721473783,Margaret,Sanchez,margaret520@protonmail.com,+1-818-742-5356,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,21,3,1,1,2272.0,604,1668.0,0.987,4614,75,0.974,0.266
712230408,Gregory,Moore,gregory.moore@live.com,+1-704-787-1949,Existing Customer,42,M,4,Uneducated,Married,$120K +,Blue,37,3,2,4,6953.0,1445,5508.0,0.591,3700,80,0.569,0.208
716186883,Brenda,Williams,brendaw@icloud.com,+1-832-375-8140,Existing Customer,48,F,4,College,Married,$40K - $60K,Blue,37,3,6,2,1792.0,933,859.0,0.821,4120,78,0.773,0.521
715204083,Rachel,Ramirez,rramirez@icloud.com,+1-619-499-3069,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2,2,2765.0,901,1864.0,0.898,4990,80,0.905,0.326
709283358,Virginia,Scott,virginia.scott@icloud.com,+1-310-505-6680,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,2,3,2895.0,0,2895.0,0.663,2473,42,0.273,0.0
817887408,Debra,Murphy,debra_murphy@live.com,+1-713-531-3667,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,34,3,1,4,6904.0,1148,5756.0,0.649,3485,84,0.615,0.166
789481233,Gary,Sanchez,gary_sanchez@msn.com,+1-214-730-5044,Attrited Customer,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220.0,0,2220.0,0.872,2859,55,0.833,0.0
718184883,Julie,Thompson,jthompson@aol.com,+1-212-577-8513,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,34,5,2,2,1495.0,0,1495.0,0.802,3878,63,0.703,0.0
821157183,Margaret,Wilson,margaretwilson@icloud.com,+1-650-808-4473,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,37,5,2,3,2541.0,1398,1143.0,0.635,4698,88,0.833,0.55
709837308,Ruth,Lewis,ruth.lewis64@hotmail.com,+1-702-371-9755,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,19,6,1,2,7531.0,0,7531.0,1.007,3833,71,0.578,0.0
779491908,Jessica,Rodriguez,jessica.rodriguez@outlook.com,+1-713-833-7861,Existing Customer,47,F,4,Post-Graduate,Unknown,Unknown,Blue,29,5,2,1,8644.0,1391,7253.0,0.896,4272,59,0.686,0.161
718399233,Lisa,Clark,lisa795@aol.com,+1-469-498-5945,Existing Customer,43,F,4,College,Single,$40K - $60K,Blue,36,6,3,1,1531.0,0,1531.0,0.704,4152,77,0.54,0.0
779447358,Sarah,Wilson,sarahwilson@live.com,+1-415-459-9060,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,4,2884.0,2104,780.0,0.857,4486,93,0.86,0.73
710661333,Emily,Morris,emorris@outlook.com,+1-617-835-3743,Attrited Customer,55,F,2,Unknown,Single,Unknown,Blue,36,4,3,2,10241.0,1545,8696.0,0.581,2513,47,0.424,0.151
789114408,Nancy,Martinez,nancymartinez@protonmail.com,+1-619-220-6780,Existing Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,38,3,1,4,4182.0,0,4182.0,0.853,4693,82,0.608,0.0
710570058,Samantha,Rodriguez,samantha833@aol.com,+1-415-491-4777,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101.0,0,3101.0,0.66,2512,37,0.37,0.0
712681608,Lisa,Green,lisag@hotmail.com,+1-415-986-7816,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,36,5,4,2,4542.0,1355,3187.0,0.48,4011,70,0.556,0.298
709086933,Deborah,Edwards,deborah_edwards@mail.com,+1-404-835-3382,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,22,4,2,4,3372.0,2517,855.0,0.729,4209,72,0.756,0.746
709179708,Tyler,Sanchez,tyler191@yahoo.com,+1-650-388-3446,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,3,1,2,3099.0,0,3099.0,0.72,3622,75,0.667,0.0
711206958,Dorothy,Rivera,dorothy.rivera@gmail.com,+1-720-224-1870,Existing Customer,41,F,3,High School,Divorced,Unknown,Blue,31,3,1,2,2416.0,1305,1111.0,0.93,4163,73,0.698,0.54
823928058,Carol,Campbell,carol.campbell@protonmail.com,+1-212-840-8414,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,48,3,2,4,5299.0,578,4721.0,0.931,4509,79,0.717,0.109
796330983,Anna,Hernandez,annah@hotmail.com,+1-650-976-7310,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,35,3,1,4,2138.0,1283,855.0,0.645,4785,85,0.518,0.6
771284658,Margaret,Brown,mbrown@icloud.com,+1-650-682-7787,Attrited Customer,47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,1850.0,896,954.0,0.724,2613,41,0.708,0.484
779307558,Anna,Smith,anna75@yahoo.com,+1-213-561-9862,Existing Customer,53,F,1,College,Unknown,$40K - $60K,Blue,35,4,3,3,3585.0,0,3585.0,0.782,4806,81,0.653,0.0
788846508,Julie,Wilson,juliew@yahoo.com,+1-312-939-7786,Existing Customer,48,F,4,Uneducated,Married,$40K - $60K,Blue,32,6,1,3,2690.0,1903,787.0,0.824,4567,81,0.8,0.707
783500283,Scott,Harris,scotth@aol.com,+1-702-221-4506,Existing Customer,62,M,0,Graduate,Unknown,$80K - $120K,Blue,56,5,3,2,29100.0,1228,27872.0,0.722,5041,74,0.805,0.042
802247658,Kevin,Harris,kevin.harris@aol.com,+1-415-245-6167,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699.0,2422,277.0,0.773,2599,43,0.433,0.897
795573333,Thomas,Collins,thomascollins@live.com,+1-702-309-3185,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,2,1,8376.0,1165,7211.0,0.888,4142,67,0.634,0.139
721366308,Jason,Robinson,jasonr@yahoo.com,+1-202-888-2199,Existing Customer,50,M,3,Unknown,Single,$40K - $60K,Blue,39,4,3,1,13509.0,2060,11449.0,0.729,3702,64,0.829,0.152
720377433,Sandra,Cook,sandra.cook@aol.com,+1-404-807-6975,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,2396.0,2217,179.0,0.978,4593,74,0.721,0.925
711243108,Kenneth,Smith,kenneth.smith@yahoo.com,+1-650-628-8962,Existing Customer,50,M,1,Doctorate,Married,$80K - $120K,Blue,36,5,3,3,18964.0,2207,16757.0,0.625,3835,78,0.625,0.116
789351783,Betty,Phillips,bettyp@mail.com,+1-202-990-9795,Existing Customer,40,F,5,Graduate,Married,Less than $40K,Blue,30,3,2,2,2114.0,1618,496.0,0.664,4518,88,0.692,0.765
719699208,Katherine,Hernandez,katherine.hernandez83@mail.com,+1-832-664-2841,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,4,1623.0,729,894.0,0.886,4423,65,0.806,0.449
720774183,Heather,Sanchez,heather22@mail.com,+1-650-993-9152,Existing Customer,40,F,1,High School,Divorced,Less than $40K,Blue,30,6,2,1,2579.0,1959,620.0,0.618,4300,69,0.683,0.76
713590158,Michael,Lee,michaellee@yahoo.com,+1-312-368-3189,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.481,0.412
715547058,Carolyn,Roberts,carolynr@protonmail.com,+1-512-973-3767,Attrited Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,4,3,4,2089.0,0,2089.0,0.871,2707,51,0.5,0.0
815596608,Rebecca,Lewis,rlewis@protonmail.com,+1-617-955-1566,Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,4,1,3,2866.0,921,1945.0,0.654,4615,72,0.6,0.321
718921683,Larry,Davis,larry.davis37@yahoo.com,+1-512-481-7355,Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38,6,6,3,9738.0,1835,7903.0,0.763,4816,49,0.885,0.188
720031908,Frank,Evans,franke@hotmail.com,+1-310-537-8107,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,5,1,1,4370.0,0,4370.0,0.791,4326,74,0.721,0.0
716716083,Ronald,Green,ronaldgreen@outlook.com,+1-512-988-5784,Existing Customer,58,M,3,Unknown,Single,$80K - $120K,Blue,36,6,2,3,3355.0,1878,1477.0,0.725,4578,84,0.953,0.56
819969933,Nicole,Stewart,nicoles@msn.com,+1-214-493-1890,Existing Customer,43,F,2,High School,Single,$40K - $60K,Blue,38,4,2,2,5070.0,0,5070.0,0.67,4193,67,0.811,0.0
714382608,Ashley,Scott,ascott@gmail.com,+1-469-672-8811,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,0,2572.0,1161,1411.0,0.569,4315,85,0.518,0.451
720092283,Olivia,Williams,olivia949@protonmail.com,+1-786-380-3427,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,4,2,3,2016.0,978,1038.0,0.736,4379,78,0.95,0.485
720531633,Linda,Evans,lindae@yahoo.com,+1-702-342-5136,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,3552.0,2517,1035.0,0.865,2665,36,0.333,0.709
718508883,Diane,Stewart,diane.stewart@msn.com,+1-720-684-9737,Attrited Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2325.0,238,2087.0,0.64,2306,47,0.621,0.102
708794133,Elizabeth,Flores,elizabethflores@icloud.com,+1-832-755-1139,Existing Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,3,1,4,2533.0,2136,397.0,0.757,3197,50,1.174,0.843
713447583,Julie,Hill,jhill@msn.com,+1-713-694-1124,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,3871.0,2055,1816.0,0.824,5480,58,0.933,0.531
716107158,Sandra,Baker,sandrabaker@icloud.com,+1-312-633-4784,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,20,5,1,5,3983.0,431,3552.0,0.887,3098,46,0.438,0.108
712713108,Karen,Hall,karen689@gmail.com,+1-704-855-6253,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,36,6,2,3,2035.0,1883,152.0,0.955,4802,85,0.604,0.925
719245083,Nancy,Stewart,nancy359@outlook.com,+1-818-239-6408,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,4,3,4,1773.0,1539,234.0,0.893,4087,74,0.762,0.868
708269583,Barbara,Perez,barbara.perez35@outlook.com,+1-786-857-7557,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029.0,1377,652.0,0.838,4014,86,0.686,0.679
720234708,Joseph,Rivera,josephr@protonmail.com,+1-702-854-5996,Attrited Customer,45,M,2,High School,Single,$120K +,Blue,33,6,3,2,15490.0,0,15490.0,0.742,2429,50,0.471,0.0
709436883,Joyce,Stewart,joycestewart@outlook.com,+1-713-645-4593,Existing Customer,56,F,2,Uneducated,Single,$40K - $60K,Blue,48,6,2,2,2941.0,1619,1322.0,0.9,5000,87,0.673,0.55
714140133,Barbara,Thomas,barbarathomas@mail.com,+1-404-491-8607,Existing Customer,42,F,4,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,2314.0,1547,767.0,0.804,4678,74,1.0,0.669
716136333,Donna,Taylor,donna.taylor36@live.com,+1-704-919-9881,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598
