CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Email
709014558,Existing Customer,49,1,2,5,1,2,0,42,3,3,2,3783.0,0,3783.0,0.59,4383,82,0.783,0.0,0,customer_709014558@example.com
710636208,Existing Customer,51,1,3,5,1,0,0,40,3,5,3,34516.0,0,34516.0,0.922,3847,74,0.805,0.0,0,customer_710636208@example.com
815525508,Existing Customer,46,0,3,3,3,4,0,41,2,1,4,1515.0,0,1515.0,0.819,3894,60,0.818,0.0,0,customer_815525508@example.com
718746933,Existing Customer,56,0,3,3,1,4,0,47,6,3,4,2865.0,2022,843.0,0.547,3441,66,0.65,0.706,0,customer_718746933@example.com
715686183,Existing Customer,46,0,4,2,2,1,0,34,6,2,1,2711.0,0,2711.0,0.636,4795,65,1.031,0.0,0,customer_715686183@example.com
741778458,Existing Customer,54,0,2,6,2,4,0,47,3,2,3,2341.0,1550,791.0,0.656,3406,57,1.478,0.662,0,customer_741778458@example.com
801056358,Existing Customer,51,1,1,3,2,3,0,45,6,1,3,13287.0,1864,11423.0,0.603,3851,75,0.705,0.14,0,customer_801056358@example.com
709486158,Existing Customer,33,0,3,2,1,4,0,20,5,1,3,1438.3,0,1438.3,0.896,4530,72,0.636,0.0,0,customer_709486158@example.com
713826183,Attrited Customer,41,1,3,3,3,1,0,33,4,3,4,1639.0,0,1639.0,0.481,2242,44,0.571,0.0,1,customer_713826183@example.com
803342358,Existing Customer,55,1,3,2,1,2,0,49,3,1,4,5668.0,2517,3151.0,0.704,3382,56,0.931,0.444,0,customer_803342358@example.com
780292683,Attrited Customer,55,1,1,5,2,0,0,41,3,4,4,24542.0,2354,22188.0,0.314,984,24,0.263,0.096,1,customer_780292683@example.com
788646858,Existing Customer,41,0,3,2,1,4,0,29,6,3,1,1959.0,1268,691.0,0.731,4275,61,0.649,0.647,0,customer_788646858@example.com
711116133,Attrited Customer,50,0,1,5,2,4,0,37,3,2,4,1838.0,0,1838.0,0.743,2461,47,1.136,0.0,1,customer_711116133@example.com
708584208,Attrited Customer,36,0,2,2,3,4,0,36,5,2,4,3111.0,2517,594.0,0.646,2367,41,0.519,0.809,1,customer_708584208@example.com
789097833,Existing Customer,39,0,0,3,2,4,0,27,4,3,3,3927.0,720,3207.0,0.63,4230,93,0.898,0.183,0,customer_789097833@example.com
709443633,Existing Customer,38,0,1,5,1,4,0,26,5,1,1,4345.0,838,3507.0,0.593,4770,62,0.722,0.193,0,customer_709443633@example.com
767280633,Existing Customer,46,0,2,2,3,4,0,39,5,2,2,3003.0,1454,1549.0,0.595,4378,96,0.548,0.484,0,customer_767280633@example.com
713096583,Attrited Customer,40,0,1,3,2,4,0,36,4,3,2,1438.3,544,894.3,0.543,2294,40,0.739,0.378,1,customer_713096583@example.com
721033908,Existing Customer,58,1,1,5,2,2,0,46,6,3,1,2541.0,1053,1488.0,0.926,4552,82,0.745,0.414,0,customer_721033908@example.com
756025233,Attrited Customer,43,0,4,5,2,4,0,36,5,3,2,2422.0,1014,1408.0,0.688,2437,44,0.467,0.419,1,customer_756025233@example.com
711977508,Attrited Customer,56,0,2,5,2,4,0,43,1,2,4,1440.0,1211,229.0,0.465,2141,40,0.481,0.841,1,customer_711977508@example.com
772076208,Existing Customer,58,1,4,0,2,3,0,47,6,3,0,26108.0,1146,24962.0,0.476,3677,70,0.892,0.044,0,customer_772076208@example.com
710666583,Attrited Customer,29,0,1,5,2,4,0,36,3,2,4,2516.0,2312,204.0,0.625,2321,36,0.5,0.919,1,customer_710666583@example.com
712369308,Attrited Customer,48,0,4,1,0,1,0,35,4,3,2,3646.0,1047,2599.0,0.633,1969,38,0.52,0.287,1,customer_712369308@example.com
794784633,Existing Customer,61,0,0,5,2,1,0,55,6,1,2,2214.0,2123,91.0,0.64,4478,77,0.791,0.959,0,customer_794784633@example.com
716437533,Existing Customer,51,1,2,0,2,3,0,43,5,3,3,11862.0,0,11862.0,0.52,4101,88,0.66,0.0,0,customer_716437533@example.com
715109508,Existing Customer,44,0,3,0,1,5,0,36,3,1,4,8729.0,1427,7302.0,0.829,5347,96,0.524,0.163,0,customer_715109508@example.com
795392433,Existing Customer,35,0,2,5,2,5,0,29,3,1,1,2423.0,0,2423.0,0.663,4651,69,0.568,0.0,0,customer_795392433@example.com
712721358,Attrited Customer,48,0,3,5,0,4,0,36,5,3,2,4073.0,2517,1556.0,0.575,2059,43,0.433,0.618,1,customer_712721358@example.com
720118908,Existing Customer,26,1,0,2,1,4,0,36,5,2,4,9916.0,0,9916.0,0.793,3477,65,0.667,0.0,0,customer_720118908@example.com
799486158,Existing Customer,39,0,1,2,1,4,0,29,4,2,4,1438.3,949,489.3,0.736,4222,65,0.667,0.66,0,customer_799486158@example.com
718980633,Existing Customer,38,1,2,0,1,3,0,36,3,3,3,6452.0,1151,5301.0,0.884,4835,84,0.714,0.178,0,customer_718980633@example.com
717336408,Attrited Customer,51,0,1,1,2,4,0,45,5,3,1,1952.0,1411,541.0,0.642,2452,44,0.63,0.723,1,customer_717336408@example.com
709546608,Existing Customer,37,0,2,5,1,4,0,36,6,5,4,1438.3,647,791.3,0.889,4803,64,0.684,0.45,0,customer_709546608@example.com
823624158,Existing Customer,53,0,2,1,2,5,0,49,3,2,2,4500.0,0,4500.0,0.761,4579,78,0.814,0.0,0,customer_823624158@example.com
771688983,Existing Customer,53,0,2,3,2,4,0,41,4,1,2,2252.0,1811,441.0,0.68,4201,68,1.125,0.804,0,customer_771688983@example.com
708701358,Existing Customer,39,0,2,5,2,4,0,36,3,2,3,2370.0,2031,339.0,0.889,4000,79,0.975,0.857,0,customer_708701358@example.com
712048008,Existing Customer,56,0,4,3,2,1,0,44,3,2,2,2610.0,1988,622.0,0.576,4127,69,0.533,0.762,0,customer_712048008@example.com
710712783,Existing Customer,52,0,4,6,1,4,0,41,3,3,3,2294.0,1787,507.0,0.748,3904,76,0.854,0.779,0,customer_710712783@example.com
716626008,Existing Customer,51,0,2,2,0,5,0,36,4,3,4,5062.0,1659,3403.0,0.836,4243,102,0.672,0.328,0,customer_716626008@example.com
718284408,Existing Customer,43,0,3,6,1,4,0,30,5,2,2,2415.0,1452,963.0,0.609,3970,68,0.619,0.601,0,customer_718284408@example.com
717414933,Existing Customer,51,0,1,3,2,4,0,45,3,3,3,2918.0,2049,869.0,0.501,3818,61,0.605,0.702,0,customer_717414933@example.com
713032233,Existing Customer,53,0,2,2,2,4,0,36,5,1,4,2708.0,2271,437.0,0.61,4812,83,0.766,0.839,0,customer_713032233@example.com
714234858,Existing Customer,54,0,3,3,1,4,0,36,5,1,4,3666.0,1739,1927.0,0.779,4735,84,0.826,0.474,0,customer_714234858@example.com
714818058,Existing Customer,36,0,4,3,1,1,0,30,3,3,1,1438.3,0,1438.3,0.71,4591,74,0.644,0.0,0,customer_714818058@example.com
708731658,Attrited Customer,53,0,0,3,1,4,0,41,3,3,4,1438.3,0,1438.3,0.387,1587,42,0.448,0.0,1,customer_708731658@example.com
708706833,Attrited Customer,39,0,3,5,0,5,0,36,4,3,3,2809.0,0,2809.0,0.854,2466,40,0.538,0.0,1,customer_708706833@example.com
780100533,Existing Customer,46,1,3,2,1,3,0,31,5,2,4,26303.0,2376,23927.0,0.583,3586,67,0.914,0.09,0,customer_780100533@example.com
711712983,Existing Customer,56,1,2,2,2,3,0,46,6,2,3,15982.0,0,15982.0,0.687,4503,80,0.667,0.0,0,customer_711712983@example.com
712549758,Existing Customer,40,0,4,2,1,5,0,25,6,2,1,25060.0,0,25060.0,0.758,3749,61,0.743,0.0,0,customer_712549758@example.com
713348433,Existing Customer,42,0,3,3,2,1,0,29,6,3,2,1545.0,751,794.0,0.551,4477,62,0.59,0.486,0,customer_713348433@example.com
820599333,Existing Customer,43,0,5,2,2,4,0,38,6,2,2,1438.3,604,834.3,0.771,4469,85,0.932,0.42,0,customer_820599333@example.com
787261008,Existing Customer,43,1,1,4,3,2,0,37,4,3,4,4112.0,1128,2984.0,0.587,4446,75,0.667,0.274,0,customer_787261008@example.com
778343958,Existing Customer,47,0,3,2,1,4,0,27,3,3,0,1451.0,0,1451.0,0.5,3866,72,0.714,0.0,0,customer_778343958@example.com
788407833,Existing Customer,49,0,4,2,2,5,0,42,5,3,2,16424.0,1368,15056.0,0.55,4025,79,0.881,0.083,0,customer_788407833@example.com
760807608,Existing Customer,48,0,4,5,1,4,0,41,5,3,4,2340.0,1680,660.0,0.791,4751,83,0.804,0.718,0,customer_760807608@example.com
771108933,Existing Customer,47,0,4,2,1,4,0,34,5,3,4,1926.0,879,1047.0,0.536,4385,71,0.614,0.456,0,customer_771108933@example.com
715954158,Attrited Customer,48,1,3,4,1,1,0,36,3,2,4,2954.0,931,2023.0,0.575,2433,29,0.381,0.315,1,customer_715954158@example.com
715499058,Attrited Customer,36,0,2,3,1,1,0,36,4,3,2,1848.0,0,1848.0,0.906,2775,33,0.435,0.0,1,customer_715499058@example.com
717995958,Existing Customer,47,0,3,6,1,5,0,38,5,1,4,1634.0,1463,171.0,0.873,4397,72,0.565,0.895,0,customer_717995958@example.com
718736883,Existing Customer,49,0,3,5,2,4,0,36,4,1,4,4328.0,2058,2270.0,0.835,3421,61,1.033,0.476,0,customer_718736883@example.com
721045608,Existing Customer,51,0,3,3,1,4,0,32,6,3,3,2943.0,2131,812.0,0.597,4554,75,0.562,0.724,0,customer_721045608@example.com
715215108,Existing Customer,54,0,2,6,1,4,0,46,4,3,3,2611.0,1573,1038.0,0.902,4899,68,0.581,0.602,0,customer_715215108@example.com
795823383,Existing Customer,43,0,4,2,2,4,0,37,5,1,3,2419.0,0,2419.0,0.762,3888,63,0.853,0.0,0,customer_795823383@example.com
718338708,Existing Customer,49,0,1,2,1,1,0,38,5,2,2,5481.0,0,5481.0,0.784,3380,73,0.78,0.0,0,customer_718338708@example.com
713588958,Existing Customer,40,0,4,6,2,4,0,25,4,1,1,2129.0,1507,622.0,0.636,3655,70,0.667,0.708,0,customer_713588958@example.com
710120358,Existing Customer,40,1,3,6,1,2,0,27,6,2,4,9026.0,2312,6714.0,0.561,2229,37,0.762,0.256,0,customer_710120358@example.com
809582058,Existing Customer,48,1,2,6,3,1,0,43,5,2,2,1761.0,1249,512.0,0.936,4410,73,0.622,0.709,0,customer_809582058@example.com
709199358,Attrited Customer,60,1,1,5,1,4,0,36,1,3,4,3316.0,0,3316.0,0.372,1684,19,0.188,0.0,1,customer_709199358@example.com
821889858,Attrited Customer,50,0,1,1,2,5,0,46,6,4,3,1970.0,1477,493.0,0.662,2493,44,0.571,0.75,1,customer_821889858@example.com
815324433,Existing Customer,46,0,4,3,1,4,0,41,6,3,1,1438.3,0,1438.3,0.921,4200,86,0.536,0.0,0,customer_815324433@example.com
793656633,Existing Customer,35,0,3,5,1,5,0,29,3,3,1,2278.0,1303,975.0,0.645,5101,76,0.617,0.572,0,customer_793656633@example.com
713246208,Existing Customer,65,1,1,6,2,1,0,56,6,2,4,13364.0,1318,12046.0,1.063,4548,54,0.862,0.099,0,customer_713246208@example.com
711493158,Existing Customer,52,1,3,2,2,2,0,36,5,2,2,2801.0,2467,334.0,0.701,4926,90,0.731,0.881,0,customer_711493158@example.com
721163133,Existing Customer,44,1,2,2,2,5,0,36,6,3,1,28292.0,0,28292.0,0.542,3948,60,0.538,0.0,0,customer_721163133@example.com
826417233,Existing Customer,35,0,4,0,1,4,0,31,3,3,4,2933.0,1011,1922.0,0.814,5089,71,0.868,0.345,0,customer_826417233@example.com
711619608,Existing Customer,45,1,3,2,1,3,0,36,6,3,2,21630.0,0,21630.0,0.804,4584,84,0.75,0.0,0,customer_711619608@example.com
712244733,Existing Customer,56,0,1,6,1,4,0,45,4,1,2,3132.0,2230,902.0,0.78,4412,73,0.659,0.712,0,customer_712244733@example.com
709638783,Existing Customer,50,0,1,3,1,1,0,43,4,3,4,2961.0,2048,913.0,0.913,4056,92,0.769,0.692,0,customer_709638783@example.com
720296808,Attrited Customer,52,0,3,2,1,5,0,39,3,3,2,4173.0,1771,2402.0,0.711,2554,47,0.516,0.424,1,customer_720296808@example.com
718926258,Existing Customer,37,0,1,3,2,5,0,28,4,3,2,2458.0,642,1816.0,0.666,4627,90,0.698,0.261,0,customer_718926258@example.com
714706083,Existing Customer,44,1,2,0,1,2,0,36,5,3,4,12229.0,997,11232.0,0.811,4284,75,0.596,0.082,0,customer_714706083@example.com
721473783,Existing Customer,35,0,3,2,1,4,0,21,3,1,1,2272.0,604,1668.0,0.987,4614,75,0.974,0.266,0,customer_721473783@example.com
712230408,Existing Customer,42,1,4,5,1,0,0,37,3,2,4,6953.0,1445,5508.0,0.591,3700,80,0.569,0.208,0,customer_712230408@example.com
716186883,Existing Customer,48,0,4,0,1,1,0,37,3,6,2,1792.0,933,859.0,0.821,4120,78,0.773,0.521,0,customer_716186883@example.com
715204083,Existing Customer,47,0,4,1,2,4,0,36,3,2,2,2765.0,901,1864.0,0.898,4990,80,0.905,0.326,0,customer_715204083@example.com
709283358,Attrited Customer,43,0,4,6,1,4,0,29,6,2,3,2895.0,0,2895.0,0.663,2473,42,0.273,0.0,1,customer_709283358@example.com
817887408,Existing Customer,39,0,1,5,2,4,0,34,3,1,4,6904.0,1148,5756.0,0.649,3485,84,0.615,0.166,0,customer_817887408@example.com
789481233,Attrited Customer,39,1,2,3,1,1,0,30,5,3,3,2220.0,0,2220.0,0.872,2859,55,0.833,0.0,1,customer_789481233@example.com
718184883,Existing Customer,48,0,3,3,1,4,0,34,5,2,2,1495.0,0,1495.0,0.802,3878,63,0.703,0.0,0,customer_718184883@example.com
821157183,Existing Customer,42,0,5,6,1,4,0,37,5,2,3,2541.0,1398,1143.0,0.635,4698,88,0.833,0.55,0,customer_821157183@example.com
709837308,Existing Customer,34,0,3,2,2,5,0,19,6,1,2,7531.0,0,7531.0,1.007,3833,71,0.578,0.0,0,customer_709837308@example.com
779491908,Existing Customer,47,0,4,4,3,5,0,29,5,2,1,8644.0,1391,7253.0,0.896,4272,59,0.686,0.161,0,customer_779491908@example.com
718399233,Existing Customer,43,0,4,0,2,1,0,36,6,3,1,1531.0,0,1531.0,0.704,4152,77,0.54,0.0,0,customer_718399233@example.com
779447358,Existing Customer,50,0,2,2,1,4,0,32,3,3,4,2884.0,2104,780.0,0.857,4486,93,0.86,0.73,0,customer_779447358@example.com
710661333,Attrited Customer,55,0,2,6,2,5,0,36,4,3,2,10241.0,1545,8696.0,0.581,2513,47,0.424,0.151,1,customer_710661333@example.com
789114408,Existing Customer,50,0,1,4,2,1,0,38,3,1,4,4182.0,0,4182.0,0.853,4693,82,0.608,0.0,0,customer_789114408@example.com
710570058,Attrited Customer,44,0,1,2,2,4,0,25,3,2,4,3101.0,0,3101.0,0.66,2512,37,0.37,0.0,1,customer_710570058@example.com
712681608,Existing Customer,54,0,3,5,2,4,0,36,5,4,2,4542.0,1355,3187.0,0.48,4011,70,0.556,0.298,0,customer_712681608@example.com
709086933,Existing Customer,40,0,3,0,2,4,0,22,4,2,4,3372.0,2517,855.0,0.729,4209,72,0.756,0.746,0,customer_709086933@example.com
709179708,Existing Customer,40,1,2,2,0,2,0,36,3,1,2,3099.0,0,3099.0,0.72,3622,75,0.667,0.0,0,customer_709179708@example.com
711206958,Existing Customer,41,0,3,3,0,5,0,31,3,1,2,2416.0,1305,1111.0,0.93,4163,73,0.698,0.54,0,customer_711206958@example.com
823928058,Existing Customer,52,0,2,5,1,4,0,48,3,2,4,5299.0,578,4721.0,0.931,4509,79,0.717,0.109,0,customer_823928058@example.com
796330983,Existing Customer,41,0,4,2,2,4,0,35,3,1,4,2138.0,1283,855.0,0.645,4785,85,0.518,0.6,0,customer_796330983@example.com
771284658,Attrited Customer,47,0,1,6,1,4,0,35,6,2,4,1850.0,896,954.0,0.724,2613,41,0.708,0.484,1,customer_771284658@example.com
779307558,Existing Customer,53,0,1,0,3,1,0,35,4,3,3,3585.0,0,3585.0,0.782,4806,81,0.653,0.0,0,customer_779307558@example.com
788846508,Existing Customer,48,0,4,5,1,1,0,32,6,1,3,2690.0,1903,787.0,0.824,4567,81,0.8,0.707,0,customer_788846508@example.com
783500283,Existing Customer,62,1,0,2,3,3,0,56,5,3,2,29100.0,1228,27872.0,0.722,5041,74,0.805,0.042,0,customer_783500283@example.com
802247658,Attrited Customer,59,1,2,5,2,1,0,53,4,5,4,2699.0,2422,277.0,0.773,2599,43,0.433,0.897,1,customer_802247658@example.com
795573333,Existing Customer,41,1,3,3,1,3,0,35,6,2,1,8376.0,1165,7211.0,0.888,4142,67,0.634,0.139,0,customer_795573333@example.com
721366308,Existing Customer,50,1,3,6,2,1,0,39,4,3,1,13509.0,2060,11449.0,0.729,3702,64,0.829,0.152,0,customer_721366308@example.com
720377433,Existing Customer,38,0,3,2,1,4,0,36,4,2,4,2396.0,2217,179.0,0.978,4593,74,0.721,0.925,0,customer_720377433@example.com
711243108,Existing Customer,50,1,1,1,1,3,0,36,5,3,3,18964.0,2207,16757.0,0.625,3835,78,0.625,0.116,0,customer_711243108@example.com
789351783,Existing Customer,40,0,5,2,1,4,0,30,3,2,2,2114.0,1618,496.0,0.664,4518,88,0.692,0.765,0,customer_789351783@example.com
719699208,Existing Customer,39,0,4,5,2,4,0,36,5,3,4,1623.0,729,894.0,0.886,4423,65,0.806,0.449,0,customer_719699208@example.com
720774183,Existing Customer,40,0,1,3,0,4,0,30,6,2,1,2579.0,1959,620.0,0.618,4300,69,0.683,0.76,0,customer_720774183@example.com
713590158,Attrited Customer,41,1,4,2,2,2,0,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.481,0.412,1,customer_713590158@example.com
715547058,Attrited Customer,35,0,0,2,1,4,0,36,4,3,4,2089.0,0,2089.0,0.871,2707,51,0.5,0.0,1,customer_715547058@example.com
815596608,Existing Customer,48,0,5,5,1,1,0,43,4,1,3,2866.0,921,1945.0,0.654,4615,72,0.6,0.321,0,customer_815596608@example.com
718921683,Existing Customer,49,1,4,6,1,3,0,38,6,6,3,9738.0,1835,7903.0,0.763,4816,49,0.885,0.188,0,customer_718921683@example.com
720031908,Existing Customer,55,1,2,1,1,2,0,36,5,1,1,4370.0,0,4370.0,0.791,4326,74,0.721,0.0,0,customer_720031908@example.com
716716083,Existing Customer,58,1,3,6,2,3,0,36,6,2,3,3355.0,1878,1477.0,0.725,4578,84,0.953,0.56,0,customer_716716083@example.com
819969933,Existing Customer,43,0,2,3,2,1,0,38,4,2,2,5070.0,0,5070.0,0.67,4193,67,0.811,0.0,0,customer_819969933@example.com
714382608,Existing Customer,35,0,2,2,1,4,0,36,4,2,0,2572.0,1161,1411.0,0.569,4315,85,0.518,0.451,0,customer_714382608@example.com
720092283,Existing Customer,40,0,3,2,2,4,0,31,4,2,3,2016.0,978,1038.0,0.736,4379,78,0.95,0.485,0,customer_720092283@example.com
720531633,Attrited Customer,55,0,1,2,3,4,0,36,4,2,2,3552.0,2517,1035.0,0.865,2665,36,0.333,0.709,1,customer_720531633@example.com
718508883,Attrited Customer,43,0,3,6,2,4,0,36,6,3,3,2325.0,238,2087.0,0.64,2306,47,0.621,0.102,1,customer_718508883@example.com
708794133,Existing Customer,46,0,4,3,3,4,0,37,3,1,4,2533.0,2136,397.0,0.757,3197,50,1.174,0.843,0,customer_708794133@example.com
713447583,Existing Customer,48,0,3,3,2,1,0,36,5,3,2,3871.0,2055,1816.0,0.824,5480,58,0.933,0.531,0,customer_713447583@example.com
716107158,Attrited Customer,32,0,0,2,2,4,0,20,5,1,5,3983.0,431,3552.0,0.887,3098,46,0.438,0.108,1,customer_716107158@example.com
712713108,Existing Customer,61,0,0,2,1,5,0,36,6,2,3,2035.0,1883,152.0,0.955,4802,85,0.604,0.925,0,customer_712713108@example.com
719245083,Existing Customer,53,0,1,5,2,4,0,39,4,3,4,1773.0,1539,234.0,0.893,4087,74,0.762,0.868,0,customer_719245083@example.com
708269583,Existing Customer,42,0,3,5,0,4,0,28,6,2,4,2029.0,1377,652.0,0.838,4014,86,0.686,0.679,0,customer_708269583@example.com
720234708,Attrited Customer,45,1,2,3,2,0,0,33,6,3,2,15490.0,0,15490.0,0.742,2429,50,0.471,0.0,1,customer_720234708@example.com
709436883,Existing Customer,56,0,2,5,2,1,0,48,6,2,2,2941.0,1619,1322.0,0.9,5000,87,0.673,0.55,0,customer_709436883@example.com
714140133,Existing Customer,42,0,4,2,3,4,0,32,3,1,2,2314.0,1547,767.0,0.804,4678,74,1.0,0.669,0,customer_714140133@example.com
716136333,Attrited Customer,40,0,4,5,2,4,0,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598,1,customer_716136333@example.com
715031433,Existing Customer,57,1,2,2,1,3,0,36,6,3,3,6248.0,1493,4755.0,0.597,4664,60,0.579,0.239,0,customer_715031433@example.com
810667158,Existing Customer,40,1,2,3,0,1,0,35,3,1,1,2430.0,974,1456.0,0.677,4344,75,0.596,0.401,0,customer_810667158@example.com
715253433,Existing Customer,48,1,4,6,2,3,0,38,5,2,3,5543.0,1372,4171.0,0.744,5266,79,0.795,0.248,0,customer_715253433@example.com
809937933,Existing Customer,42,0,3,2,1,1,0,37,4,3,2,2470.0,2013,457.0,0.97,4384,82,1.0,0.815,0,customer_809937933@example.com
708997833,Existing Customer,49,0,4,1,2,1,0,39,5,3,1,3255.0,603,2652.0,0.617,4045,62,0.824,0.185,0,customer_708997833@example.com
718296558,Attrited Customer,44,0,4,6,1,1,0,31,4,3,5,1691.0,1327,364.0,0.774,2345,33,0.435,0.785,1,customer_718296558@example.com
780086658,Attrited Customer,43,1,4,1,3,2,0,28,3,2,4,18229.0,0,18229.0,0.544,2060,39,0.625,0.0,1,customer_780086658@example.com
708754833,Existing Customer,48,0,3,5,2,5,0,40,3,4,4,2827.0,1182,1645.0,0.902,4583,72,1.0,0.418,0,customer_708754833@example.com
788638908,Existing Customer,43,0,2,2,0,4,0,30,4,2,4,2351.0,2127,224.0,0.703,4278,71,0.821,0.905,0,customer_788638908@example.com
715607958,Existing Customer,45,0,2,2,1,4,0,36,6,1,3,4202.0,2201,2001.0,0.714,4385,78,0.66,0.524,0,customer_715607958@example.com
708515358,Existing Customer,40,0,1,3,1,4,0,36,6,3,2,4712.0,0,4712.0,0.84,4216,82,0.64,0.0,0,customer_708515358@example.com
716357058,Existing Customer,53,1,3,5,2,3,0,36,4,3,1,2611.0,787,1824.0,0.298,2955,56,0.6,0.301,0,customer_716357058@example.com
714569958,Existing Customer,38,0,2,6,2,4,0,28,6,2,1,3206.0,2459,747.0,0.696,3852,65,0.625,0.767,0,customer_714569958@example.com
716822583,Existing Customer,39,0,2,3,2,4,0,36,4,2,3,5245.0,802,4443.0,0.504,3648,74,0.574,0.153,0,customer_716822583@example.com
721109358,Existing Customer,39,1,3,3,1,2,0,27,6,2,1,2583.0,0,2583.0,0.781,4162,87,0.812,0.0,0,customer_721109358@example.com
827635083,Existing Customer,59,0,0,2,3,5,0,55,4,3,3,1438.3,755,683.3,0.62,4222,75,0.744,0.525,0,customer_827635083@example.com
715492983,Existing Customer,40,1,3,4,1,0,0,36,4,2,4,7464.0,2517,4947.0,0.9,4348,62,0.879,0.337,0,customer_715492983@example.com
712234308,Existing Customer,54,0,3,2,1,5,0,36,6,1,2,4928.0,1805,3123.0,0.641,4767,90,0.698,0.366,0,customer_712234308@example.com
708334158,Existing Customer,46,0,3,2,0,4,0,34,4,2,4,9863.0,686,9177.0,0.581,3068,58,0.933,0.07,0,customer_708334158@example.com
812488608,Existing Customer,44,0,3,0,3,4,0,39,6,1,3,5024.0,2209,2815.0,0.66,4908,73,0.659,0.44,0,customer_812488608@example.com
793345008,Existing Customer,44,0,3,5,2,4,0,38,4,1,3,1438.3,0,1438.3,0.801,4287,80,0.667,0.0,0,customer_793345008@example.com
715487733,Attrited Customer,44,0,4,2,1,1,0,36,6,3,3,1452.0,0,1452.0,0.553,2287,42,0.5,0.0,1,customer_715487733@example.com
788856408,Existing Customer,50,0,5,5,1,5,0,34,5,5,2,3317.0,1041,2276.0,0.923,4264,75,1.027,0.314,0,customer_788856408@example.com
708154833,Attrited Customer,39,0,2,2,2,4,0,27,1,3,3,1438.3,811,627.3,0.571,2336,46,0.278,0.564,1,customer_708154833@example.com
721147383,Existing Customer,37,0,2,3,2,4,0,22,4,2,4,2448.0,1740,708.0,0.901,4087,81,0.841,0.711,0,customer_721147383@example.com
803973483,Existing Customer,49,0,3,6,2,4,0,44,4,2,4,1546.0,0,1546.0,0.793,4496,83,0.66,0.0,0,customer_803973483@example.com
788941983,Attrited Customer,36,0,3,2,2,1,0,22,1,3,1,2013.0,0,2013.0,0.602,2425,50,0.923,0.0,1,customer_788941983@example.com
715603233,Existing Customer,53,0,3,5,1,1,0,42,6,1,2,2293.0,1460,833.0,0.658,4436,74,0.542,0.637,0,customer_715603233@example.com
709945458,Existing Customer,52,1,3,5,2,2,0,40,3,1,1,1438.3,512,926.3,0.776,4791,82,0.708,0.356,0,customer_709945458@example.com
714614133,Attrited Customer,53,0,3,6,1,4,0,36,3,3,3,2819.0,0,2819.0,0.4,2128,39,0.444,0.0,1,customer_714614133@example.com
768167358,Existing Customer,37,1,4,1,2,2,0,31,6,3,0,1702.0,1018,684.0,0.645,4301,86,0.72,0.598,0,customer_768167358@example.com
737967708,Existing Customer,52,0,1,6,1,1,0,45,5,1,1,1611.0,938,673.0,0.601,4087,86,0.911,0.582,0,customer_737967708@example.com
712920633,Existing Customer,49,0,2,6,1,1,0,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0.0,0,customer_712920633@example.com
780373233,Existing Customer,39,0,4,6,2,4,0,29,5,3,0,2863.0,1940,923.0,0.823,4985,90,0.636,0.678,0,customer_780373233@example.com
721384308,Existing Customer,39,0,1,5,1,1,0,36,4,1,4,3272.0,2323,949.0,1.123,4763,86,0.593,0.71,0,customer_721384308@example.com
712242633,Existing Customer,42,0,2,6,2,4,0,36,6,1,4,2677.0,2517,160.0,0.609,3911,76,0.81,0.94,0,customer_712242633@example.com
713610933,Existing Customer,40,0,2,5,1,4,0,26,3,2,1,2708.0,0,2708.0,0.572,4277,90,0.636,0.0,0,customer_713610933@example.com
714257958,Existing Customer,41,0,3,1,2,4,0,31,4,2,1,1738.0,0,1738.0,0.654,4220,68,0.889,0.0,0,customer_714257958@example.com
772172883,Existing Customer,46,0,2,5,3,1,0,35,6,2,1,6145.0,1349,4796.0,0.971,4893,93,0.824,0.22,0,customer_772172883@example.com
720204558,Existing Customer,45,0,2,3,1,4,0,36,4,1,3,1640.0,999,641.0,0.811,4597,77,0.878,0.609,0,customer_720204558@example.com
779635533,Existing Customer,38,0,3,2,2,5,0,21,5,1,3,2348.0,1028,1320.0,0.469,5125,71,0.578,0.438,0,customer_779635533@example.com
804658833,Existing Customer,53,0,3,6,1,4,0,48,5,1,2,1657.0,0,1657.0,0.664,4068,73,0.622,0.0,0,customer_804658833@example.com
756691608,Existing Customer,37,0,3,2,1,5,0,30,5,3,3,4554.0,780,3774.0,0.658,4816,81,0.588,0.171,0,customer_756691608@example.com
806219808,Existing Customer,52,1,3,0,3,0,0,47,5,6,3,5119.0,1972,3147.0,0.835,5146,88,0.956,0.385,0,customer_806219808@example.com
826266483,Existing Customer,39,0,2,0,2,5,0,35,6,2,2,10600.0,598,10002.0,0.843,4586,81,0.929,0.056,0,customer_826266483@example.com
